Wavelength Spectrum:
Wavelength: -3.60e-03 m, Magnitude: 0.49999999999923483
Wavelength: 9.15e-07 m, Magnitude: 0.5011803921297923
Wavelength: 9.14e-07 m, Magnitude: 0.501182197116703
Wavelength: 9.14e-07 m, Magnitude: 0.5011840034906486
Wavelength: 9.13e-07 m, Magnitude: 0.5011858112517474
Wavelength: 9.12e-07 m, Magnitude: 0.5011876203999783
Wavelength: 9.11e-07 m, Magnitude: 0.5011894309354797
Wavelength: 9.11e-07 m, Magnitude: 0.5011912428582018
Wavelength: 9.10e-07 m, Magnitude: 0.5011930561681661
Wavelength: 9.09e-07 m, Magnitude: 0.5011948708654171
Wavelength: 9.09e-07 m, Magnitude: 0.5011966869499818
Wavelength: 9.08e-07 m, Magnitude: 0.5011985044218836
Wavelength: 9.07e-07 m, Magnitude: 0.5012003232811427
Wavelength: 9.07e-07 m, Magnitude: 0.5012021435276873
Wavelength: 9.06e-07 m, Magnitude: 0.5012039651618357
Wavelength: 9.05e-07 m, Magnitude: 0.5012057881831853
Wavelength: 9.05e-07 m, Magnitude: 0.5012076125921363
Wavelength: 9.04e-07 m, Magnitude: 0.5012094383883967
Wavelength: 9.03e-07 m, Magnitude: 0.5012112655722063
Wavelength: 9.03e-07 m, Magnitude: 0.5012130941436538
Wavelength: 9.02e-07 m, Magnitude: 0.5012149241026755
Wavelength: 9.01e-07 m, Magnitude: 0.5012167554491002
Wavelength: 9.01e-07 m, Magnitude: 0.5012185881832282
Wavelength: 9.00e-07 m, Magnitude: 0.5012204223049165
Wavelength: 8.99e-07 m, Magnitude: 0.5012222578143969
Wavelength: 8.98e-07 m, Magnitude: 0.5012240947114833
Wavelength: 8.98e-07 m, Magnitude: 0.5012259329963027
Wavelength: 8.97e-07 m, Magnitude: 0.5012277726687856
Wavelength: 8.96e-07 m, Magnitude: 0.5012296137293198
Wavelength: 8.96e-07 m, Magnitude: 0.5012314561771737
Wavelength: 8.95e-07 m, Magnitude: 0.5012333000133274
Wavelength: 8.94e-07 m, Magnitude: 0.501235145237038
Wavelength: 8.94e-07 m, Magnitude: 0.5012369918484909
Wavelength: 8.93e-07 m, Magnitude: 0.5012388398477924
Wavelength: 8.92e-07 m, Magnitude: 0.5012406892352481
Wavelength: 8.92e-07 m, Magnitude: 0.501242540010594
Wavelength: 8.91e-07 m, Magnitude: 0.5012443921737845
Wavelength: 8.90e-07 m, Magnitude: 0.5012462457249042
Wavelength: 8.90e-07 m, Magnitude: 0.5012481006641731
Wavelength: 8.89e-07 m, Magnitude: 0.5012499569913068
Wavelength: 8.88e-07 m, Magnitude: 0.5012518147066808
Wavelength: 8.88e-07 m, Magnitude: 0.5012536738100376
Wavelength: 8.87e-07 m, Magnitude: 0.5012555343015163
Wavelength: 8.87e-07 m, Magnitude: 0.5012573961812797
Wavelength: 8.86e-07 m, Magnitude: 0.5012592594490906
Wavelength: 8.85e-07 m, Magnitude: 0.5012611241053839
Wavelength: 8.85e-07 m, Magnitude: 0.50126299014938
Wavelength: 8.84e-07 m, Magnitude: 0.5012648575818945
Wavelength: 8.83e-07 m, Magnitude: 0.501266726402758
Wavelength: 8.83e-07 m, Magnitude: 0.5012685966118378
Wavelength: 8.82e-07 m, Magnitude: 0.5012704682091963
Wavelength: 8.81e-07 m, Magnitude: 0.5012723411948781
Wavelength: 8.81e-07 m, Magnitude: 0.5012742155688787
Wavelength: 8.80e-07 m, Magnitude: 0.501276091331407
Wavelength: 8.79e-07 m, Magnitude: 0.501277968482185
Wavelength: 8.79e-07 m, Magnitude: 0.5012798470215765
Wavelength: 8.78e-07 m, Magnitude: 0.5012817269493642
Wavelength: 8.77e-07 m, Magnitude: 0.5012836082656826
Wavelength: 8.77e-07 m, Magnitude: 0.5012854909705408
Wavelength: 8.76e-07 m, Magnitude: 0.5012873750638567
Wavelength: 8.76e-07 m, Magnitude: 0.5012892605458249
Wavelength: 8.75e-07 m, Magnitude: 0.5012911474164917
Wavelength: 8.74e-07 m, Magnitude: 0.501293035675647
Wavelength: 8.74e-07 m, Magnitude: 0.5012949253235695
Wavelength: 8.73e-07 m, Magnitude: 0.5012968163600183
Wavelength: 8.72e-07 m, Magnitude: 0.501298708785201
Wavelength: 8.72e-07 m, Magnitude: 0.5013006025991897
Wavelength: 8.71e-07 m, Magnitude: 0.5013024978020268
Wavelength: 8.70e-07 m, Magnitude: 0.501304394393411
Wavelength: 8.70e-07 m, Magnitude: 0.5013062923737119
Wavelength: 8.69e-07 m, Magnitude: 0.5013081917427995
Wavelength: 8.69e-07 m, Magnitude: 0.5013100925010282
Wavelength: 8.68e-07 m, Magnitude: 0.5013119946478286
Wavelength: 8.67e-07 m, Magnitude: 0.5013138981836831
Wavelength: 8.67e-07 m, Magnitude: 0.5013158031085785
Wavelength: 8.66e-07 m, Magnitude: 0.5013177094222414
Wavelength: 8.65e-07 m, Magnitude: 0.5013196171251705
Wavelength: 8.65e-07 m, Magnitude: 0.5013215262168129
Wavelength: 8.64e-07 m, Magnitude: 0.5013234366975889
Wavelength: 8.64e-07 m, Magnitude: 0.5013253485675032
Wavelength: 8.63e-07 m, Magnitude: 0.5013272618264404
Wavelength: 8.62e-07 m, Magnitude: 0.5013291764748445
Wavelength: 8.62e-07 m, Magnitude: 0.5013310925118288
Wavelength: 8.61e-07 m, Magnitude: 0.5013330099385526
Wavelength: 8.60e-07 m, Magnitude: 0.5013349287541682
Wavelength: 8.60e-07 m, Magnitude: 0.501336848959343
Wavelength: 8.59e-07 m, Magnitude: 0.5013387705533552
Wavelength: 8.59e-07 m, Magnitude: 0.5013406935364462
Wavelength: 8.58e-07 m, Magnitude: 0.5013426179088823
Wavelength: 8.57e-07 m, Magnitude: 0.5013445436708822
Wavelength: 8.57e-07 m, Magnitude: 0.5013464708225149
Wavelength: 8.56e-07 m, Magnitude: 0.5013483993634755
Wavelength: 8.56e-07 m, Magnitude: 0.5013503292937025
Wavelength: 8.55e-07 m, Magnitude: 0.5013522606133999
Wavelength: 8.54e-07 m, Magnitude: 0.5013541933226362
Wavelength: 8.54e-07 m, Magnitude: 0.5013561274214341
Wavelength: 8.53e-07 m, Magnitude: 0.5013580629097278
Wavelength: 8.52e-07 m, Magnitude: 0.5013599997874851
Wavelength: 8.52e-07 m, Magnitude: 0.5013619380547737
Wavelength: 8.51e-07 m, Magnitude: 0.5013638777117102
Wavelength: 8.51e-07 m, Magnitude: 0.5013658187583654
Wavelength: 8.50e-07 m, Magnitude: 0.5013677611945702
Wavelength: 8.49e-07 m, Magnitude: 0.5013697050205839
Wavelength: 8.49e-07 m, Magnitude: 0.50137165023611
Wavelength: 8.48e-07 m, Magnitude: 0.5013735968414818
Wavelength: 8.48e-07 m, Magnitude: 0.501375544836712
Wavelength: 8.47e-07 m, Magnitude: 0.5013774942216217
Wavelength: 8.46e-07 m, Magnitude: 0.5013794449964231
Wavelength: 8.46e-07 m, Magnitude: 0.5013813971609266
Wavelength: 8.45e-07 m, Magnitude: 0.5013833507154835
Wavelength: 8.45e-07 m, Magnitude: 0.501385305660003
Wavelength: 8.44e-07 m, Magnitude: 0.5013872619942689
Wavelength: 8.43e-07 m, Magnitude: 0.5013892197186001
Wavelength: 8.43e-07 m, Magnitude: 0.5013911788327069
Wavelength: 8.42e-07 m, Magnitude: 0.5013931393370412
Wavelength: 8.42e-07 m, Magnitude: 0.5013951012314173
Wavelength: 8.41e-07 m, Magnitude: 0.5013970645157835
Wavelength: 8.41e-07 m, Magnitude: 0.5013990291900078
Wavelength: 8.40e-07 m, Magnitude: 0.5014009952545819
Wavelength: 8.39e-07 m, Magnitude: 0.5014029627093497
Wavelength: 8.39e-07 m, Magnitude: 0.5014049315544848
Wavelength: 8.38e-07 m, Magnitude: 0.5014069017893215
Wavelength: 8.38e-07 m, Magnitude: 0.5014088734144453
Wavelength: 8.37e-07 m, Magnitude: 0.5014108464302192
Wavelength: 8.36e-07 m, Magnitude: 0.5014128208361299
Wavelength: 8.36e-07 m, Magnitude: 0.5014147966323428
Wavelength: 8.35e-07 m, Magnitude: 0.5014167738183503
Wavelength: 8.35e-07 m, Magnitude: 0.5014187523945072
Wavelength: 8.34e-07 m, Magnitude: 0.5014207323637724
Wavelength: 8.34e-07 m, Magnitude: 0.5014227137199079
Wavelength: 8.33e-07 m, Magnitude: 0.5014246964697167
Wavelength: 8.32e-07 m, Magnitude: 0.5014266806078375
Wavelength: 8.32e-07 m, Magnitude: 0.5014286661363001
Wavelength: 8.31e-07 m, Magnitude: 0.5014306530551549
Wavelength: 8.31e-07 m, Magnitude: 0.501432641366012
Wavelength: 8.30e-07 m, Magnitude: 0.5014346310674469
Wavelength: 8.29e-07 m, Magnitude: 0.501436622158732
Wavelength: 8.29e-07 m, Magnitude: 0.5014386146402431
Wavelength: 8.28e-07 m, Magnitude: 0.5014406085129659
Wavelength: 8.28e-07 m, Magnitude: 0.5014426037761841
Wavelength: 8.27e-07 m, Magnitude: 0.5014446004305089
Wavelength: 8.27e-07 m, Magnitude: 0.5014465984751209
Wavelength: 8.26e-07 m, Magnitude: 0.501448597910512
Wavelength: 8.25e-07 m, Magnitude: 0.5014505987370523
Wavelength: 8.25e-07 m, Magnitude: 0.5014526009543899
Wavelength: 8.24e-07 m, Magnitude: 0.5014546045626324
Wavelength: 8.24e-07 m, Magnitude: 0.5014566095613097
Wavelength: 8.23e-07 m, Magnitude: 0.5014586159511372
Wavelength: 8.23e-07 m, Magnitude: 0.501460623732134
Wavelength: 8.22e-07 m, Magnitude: 0.501462632903965
Wavelength: 8.22e-07 m, Magnitude: 0.501464643466731
Wavelength: 8.21e-07 m, Magnitude: 0.5014666554203525
Wavelength: 8.20e-07 m, Magnitude: 0.5014686687652399
Wavelength: 8.20e-07 m, Magnitude: 0.5014706835012817
Wavelength: 8.19e-07 m, Magnitude: 0.5014726996283314
Wavelength: 8.19e-07 m, Magnitude: 0.5014747171463232
Wavelength: 8.18e-07 m, Magnitude: 0.5014767360557317
Wavelength: 8.18e-07 m, Magnitude: 0.5014787563563877
Wavelength: 8.17e-07 m, Magnitude: 0.5014807780481831
Wavelength: 8.17e-07 m, Magnitude: 0.5014828011310924
Wavelength: 8.16e-07 m, Magnitude: 0.5014848256053006
Wavelength: 8.15e-07 m, Magnitude: 0.5014868514710471
Wavelength: 8.15e-07 m, Magnitude: 0.5014888787279019
Wavelength: 8.14e-07 m, Magnitude: 0.5014909073762202
Wavelength: 8.14e-07 m, Magnitude: 0.5014929374156789
Wavelength: 8.13e-07 m, Magnitude: 0.5014949688466397
Wavelength: 8.13e-07 m, Magnitude: 0.5014970016692502
Wavelength: 8.12e-07 m, Magnitude: 0.5014990358832787
Wavelength: 8.12e-07 m, Magnitude: 0.5015010714886273
Wavelength: 8.11e-07 m, Magnitude: 0.5015031084856247
Wavelength: 8.10e-07 m, Magnitude: 0.5015051468742127
Wavelength: 8.10e-07 m, Magnitude: 0.5015071866546343
Wavelength: 8.09e-07 m, Magnitude: 0.5015092278262885
Wavelength: 8.09e-07 m, Magnitude: 0.5015112703896224
Wavelength: 8.08e-07 m, Magnitude: 0.5015133143448383
Wavelength: 8.08e-07 m, Magnitude: 0.5015153596913803
Wavelength: 8.07e-07 m, Magnitude: 0.5015174064301412
Wavelength: 8.07e-07 m, Magnitude: 0.5015194545601248
Wavelength: 8.06e-07 m, Magnitude: 0.5015215040819326
Wavelength: 8.06e-07 m, Magnitude: 0.5015235549957335
Wavelength: 8.05e-07 m, Magnitude: 0.5015256073011678
Wavelength: 8.04e-07 m, Magnitude: 0.5015276609991164
Wavelength: 8.04e-07 m, Magnitude: 0.501529716088158
Wavelength: 8.03e-07 m, Magnitude: 0.5015317725700662
Wavelength: 8.03e-07 m, Magnitude: 0.5015338304430721
Wavelength: 8.02e-07 m, Magnitude: 0.5015358897086768
Wavelength: 8.02e-07 m, Magnitude: 0.5015379503655518
Wavelength: 8.01e-07 m, Magnitude: 0.5015400124147503
Wavelength: 8.01e-07 m, Magnitude: 0.5015420758559608
Wavelength: 8.00e-07 m, Magnitude: 0.5015441406893963
Wavelength: 8.00e-07 m, Magnitude: 0.5015462069150333
Wavelength: 7.99e-07 m, Magnitude: 0.5015482745327823
Wavelength: 7.99e-07 m, Magnitude: 0.5015503435428127
Wavelength: 7.98e-07 m, Magnitude: 0.5015524139449254
Wavelength: 7.97e-07 m, Magnitude: 0.501554485739267
Wavelength: 7.97e-07 m, Magnitude: 0.5015565589258939
Wavelength: 7.96e-07 m, Magnitude: 0.5015586335047109
Wavelength: 7.96e-07 m, Magnitude: 0.5015607094761735
Wavelength: 7.95e-07 m, Magnitude: 0.5015627868396266
Wavelength: 7.95e-07 m, Magnitude: 0.5015648655956023
Wavelength: 7.94e-07 m, Magnitude: 0.5015669457438692
Wavelength: 7.94e-07 m, Magnitude: 0.5015690272846848
Wavelength: 7.93e-07 m, Magnitude: 0.5015711102180204
Wavelength: 7.93e-07 m, Magnitude: 0.5015731945437305
Wavelength: 7.92e-07 m, Magnitude: 0.5015752802618652
Wavelength: 7.92e-07 m, Magnitude: 0.5015773673728688
Wavelength: 7.91e-07 m, Magnitude: 0.5015794558763145
Wavelength: 7.91e-07 m, Magnitude: 0.5015815457724069
Wavelength: 7.90e-07 m, Magnitude: 0.5015836370609624
Wavelength: 7.90e-07 m, Magnitude: 0.5015857297422515
Wavelength: 7.89e-07 m, Magnitude: 0.5015878238165279
Wavelength: 7.89e-07 m, Magnitude: 0.5015899192832391
Wavelength: 7.88e-07 m, Magnitude: 0.501592016142657
Wavelength: 7.88e-07 m, Magnitude: 0.5015941143947898
Wavelength: 7.87e-07 m, Magnitude: 0.5015962140398795
Wavelength: 7.87e-07 m, Magnitude: 0.5015983150781294
Wavelength: 7.86e-07 m, Magnitude: 0.5016004175088853
Wavelength: 7.85e-07 m, Magnitude: 0.5016025213322133
Wavelength: 7.85e-07 m, Magnitude: 0.5016046265489592
Wavelength: 7.84e-07 m, Magnitude: 0.501606733158681
Wavelength: 7.84e-07 m, Magnitude: 0.5016088411616759
Wavelength: 7.83e-07 m, Magnitude: 0.5016109505567612
Wavelength: 7.83e-07 m, Magnitude: 0.5016130613451721
Wavelength: 7.82e-07 m, Magnitude: 0.5016151735273181
Wavelength: 7.82e-07 m, Magnitude: 0.5016172871022236
Wavelength: 7.81e-07 m, Magnitude: 0.5016194020701171
Wavelength: 7.81e-07 m, Magnitude: 0.5016215184303824
Wavelength: 7.80e-07 m, Magnitude: 0.5016236361834548
Wavelength: 7.80e-07 m, Magnitude: 0.5016257553344433
Wavelength: 7.79e-07 m, Magnitude: 0.5016278758725727
Wavelength: 7.79e-07 m, Magnitude: 0.5016299978093411
Wavelength: 7.78e-07 m, Magnitude: 0.5016321211361127
Wavelength: 7.78e-07 m, Magnitude: 0.5016342458561467
Wavelength: 7.77e-07 m, Magnitude: 0.5016363719691175
Wavelength: 7.77e-07 m, Magnitude: 0.501638499477317
Wavelength: 7.76e-07 m, Magnitude: 0.5016406283788045
Wavelength: 7.76e-07 m, Magnitude: 0.5016427586728394
Wavelength: 7.75e-07 m, Magnitude: 0.5016448903604196
Wavelength: 7.75e-07 m, Magnitude: 0.5016470234415813
Wavelength: 7.74e-07 m, Magnitude: 0.5016491579167595
Wavelength: 7.74e-07 m, Magnitude: 0.5016512937854074
Wavelength: 7.73e-07 m, Magnitude: 0.501653431047036
Wavelength: 7.73e-07 m, Magnitude: 0.5016555697027338
Wavelength: 7.72e-07 m, Magnitude: 0.5016577097520996
Wavelength: 7.72e-07 m, Magnitude: 0.5016598511953629
Wavelength: 7.71e-07 m, Magnitude: 0.5016619940319706
Wavelength: 7.71e-07 m, Magnitude: 0.5016641382622301
Wavelength: 7.70e-07 m, Magnitude: 0.5016662838865467
Wavelength: 7.70e-07 m, Magnitude: 0.5016684309047236
Wavelength: 7.69e-07 m, Magnitude: 0.5016705793166527
Wavelength: 7.69e-07 m, Magnitude: 0.5016727291224763
Wavelength: 7.68e-07 m, Magnitude: 0.5016748803219065
Wavelength: 7.68e-07 m, Magnitude: 0.5016770329156927
Wavelength: 7.67e-07 m, Magnitude: 0.5016791869033088
Wavelength: 7.67e-07 m, Magnitude: 0.5016813422848325
Wavelength: 7.66e-07 m, Magnitude: 0.5016834990602864
Wavelength: 7.66e-07 m, Magnitude: 0.501685657229956
Wavelength: 7.65e-07 m, Magnitude: 0.5016878167938185
Wavelength: 7.65e-07 m, Magnitude: 0.501689977751638
Wavelength: 7.64e-07 m, Magnitude: 0.5016921401034465
Wavelength: 7.64e-07 m, Magnitude: 0.5016943038495667
Wavelength: 7.63e-07 m, Magnitude: 0.5016964689899546
Wavelength: 7.63e-07 m, Magnitude: 0.5016986355245465
Wavelength: 7.63e-07 m, Magnitude: 0.501700803453295
Wavelength: 7.62e-07 m, Magnitude: 0.5017029727761358
Wavelength: 7.62e-07 m, Magnitude: 0.5017051434935399
Wavelength: 7.61e-07 m, Magnitude: 0.5017073156052326
Wavelength: 7.61e-07 m, Magnitude: 0.5017094891115044
Wavelength: 7.60e-07 m, Magnitude: 0.5017116640118467
Wavelength: 7.60e-07 m, Magnitude: 0.5017138403069767
Wavelength: 7.59e-07 m, Magnitude: 0.5017160179964658
Wavelength: 7.59e-07 m, Magnitude: 0.5017181970805434
Wavelength: 7.58e-07 m, Magnitude: 0.5017203775589449
Wavelength: 7.58e-07 m, Magnitude: 0.5017225594319171
Wavelength: 7.57e-07 m, Magnitude: 0.5017247426996702
Wavelength: 7.57e-07 m, Magnitude: 0.5017269273616601
Wavelength: 7.56e-07 m, Magnitude: 0.5017291134186027
Wavelength: 7.56e-07 m, Magnitude: 0.5017313008699729
Wavelength: 7.55e-07 m, Magnitude: 0.5017334897160799
Wavelength: 7.55e-07 m, Magnitude: 0.5017356799570125
Wavelength: 7.54e-07 m, Magnitude: 0.5017378715926706
Wavelength: 7.54e-07 m, Magnitude: 0.5017400646231948
Wavelength: 7.53e-07 m, Magnitude: 0.5017422590485094
Wavelength: 7.53e-07 m, Magnitude: 0.5017444548688372
Wavelength: 7.52e-07 m, Magnitude: 0.5017466520840322
Wavelength: 7.52e-07 m, Magnitude: 0.5017488506941166
Wavelength: 7.52e-07 m, Magnitude: 0.5017510506990279
Wavelength: 7.51e-07 m, Magnitude: 0.5017532520989672
Wavelength: 7.51e-07 m, Magnitude: 0.5017554548939238
Wavelength: 7.50e-07 m, Magnitude: 0.5017576590839646
Wavelength: 7.50e-07 m, Magnitude: 0.5017598646689184
